mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_9412,CC(CO)CCCO,5.83791,0.68028,0.6383,2.6318,75.34,-0.2622,0.0769,0.3391,1754.1957,0.197979,-387.33526,-387.324546,-387.323601,-387.371631,37.297,-1958.8622148321,-1971.691008828,-1984.138904861,-1814.559617683
gdb_6343,CCC(=O)NC(=O)C,5.2759,1.05747,0.89554,5.704,67.2,-0.2415,-0.0178,0.2237,1290.6015,0.13953,-401.068565,-401.058976,-401.058032,-401.104357,32.227,-1643.589770561,-1652.681120953,-1662.1646644701,-1532.043143212
gdb_8000,CC1CC(C)C(C)=C1,3.08943,1.58953,1.15887,0.3106,85.04,-0.2244,0.0337,0.2581,1133.7956,0.199929,-313.102562,-313.093549,-313.092605,-313.135703,34.209,-2086.193831076,-2100.0912728991,-2112.539796441,-1940.376427201
gdb_127191,CN1C(=O)NN=NC1=N,2.41209,2.0466,1.11488,0.7709,67.81,-0.2645,-0.0806,0.1839,998.1545,0.1026,-466.196418,-466.188639,-466.187695,-466.229216,28.045,-1362.229795177,-1369.790023609,-1377.4939516021,-1265.442807017
gdb_91853,OC1CN2CC2(C1)C#N,3.63718,1.20799,1.11564,5.4917,72.97,-0.2505,0.0187,0.2692,1111.022,0.137368,-417.999564,-417.991737,-417.990793,-418.0317,30.377,-1684.5146525231,-1694.7123012821,-1704.19521729,-1568.1801315041
gdb_72369,NC12CC=CC1OC2=O,2.57457,1.71657,1.43661,4.4173,68.6,-0.2532,-0.0114,0.2418,954.6833,0.125714,-437.912957,-437.905389,-437.904445,-437.944972,28.982,-1642.4389190551,-1651.9105399011,-1660.800459904,-1532.76603358
gdb_128256,CNc1[nH]nc(n1)C#C,6.65418,0.90458,0.80361,4.5151,78.44,-0.2162,-0.0041,0.212,1373.0182,0.113341,-412.977021,-412.968431,-412.967486,-413.010384,31.08,-1509.836227211,-1517.777353606,-1526.073650095,-1407.282431341
gdb_114876,OCC1CC2OCC2O1,2.76204,1.40102,1.28796,2.5087,70.01,-0.2517,0.0724,0.3242,1067.2894,0.160794,-460.143917,-460.136038,-460.135094,-460.176559,30.376,-1798.9540963621,-1810.896220141,-1821.565128159,-1669.6702996191
gdb_124598,CC(C)n1cnoc1=O,2.70753,1.33113,1.10954,5.5181,69.25,-0.2517,-0.0063,0.2455,1148.2767,0.135635,-455.174204,-455.165609,-455.164665,-455.208301,31.111,-1657.42697152,-1667.142065858,-1676.624981866,-1542.066971978
gdb_77073,CC1(O)CC(C#C)C1O,2.62405,1.28401,1.19429,2.4546,77.1,-0.251,0.0366,0.2875,1138.4605,0.156249,-422.983597,-422.973964,-422.97302,-423.017261,37.07,-1835.027706245,-1845.8698067471,-1856.538714765,-1706.641247372
gdb_120587,CCOC1CC1(N)C#N,3.23412,0.88678,0.86389,4.4516,78.21,-0.2433,0.0264,0.2697,1447.8235,0.157853,-419.190966,-419.181081,-419.180137,-419.226131,35.77,-1804.2785102271,-1814.9618509521,-1825.63075897,-1676.4737521971
gdb_95953,CC1CCOC11CCC1,2.57361,1.46199,1.24626,1.3731,84.62,-0.2339,0.0739,0.3078,1154.4086,0.206856,-388.296304,-388.287438,-388.286494,-388.329905,34.439,-2167.2447760431,-2182.1230144331,-2195.163906471,-2012.332884231
gdb_9561,CC1(CC1C#C)C#N,4.26867,1.31883,1.24274,3.7984,73.56,-0.2646,0.0058,0.2705,1002.1336,0.117116,-325.500341,-325.492093,-325.491149,-325.532714,30.292,-1560.718421985,-1568.8754114761,-1577.172962983,-1460.9093504811
gdb_21164,CNc1cnoc1N,3.34941,1.83514,1.25366,3.7021,64.42,-0.2082,0.0144,0.2226,944.1733,0.119915,-395.960078,-395.95233,-395.951386,-395.992439,28.228,-1414.980711753,-1423.449573217,-1431.747124724,-1314.291872631
gdb_52609,CC#CC(C)(C)C(C)C,2.3451,0.96903,0.84315,0.2562,97.88,-0.2397,0.0663,0.3061,1587.7204,0.225086,-352.348375,-352.336237,-352.335293,-352.386253,43.909,-2336.253030031,-2350.8557919701,-2365.082676018,-2170.9100561121
gdb_112655,CC1CC(CO)OC1=O,3.18662,1.07611,0.85777,3.5601,71.78,-0.2688,0.0086,0.2775,1351.1564,0.159354,-460.216239,-460.207263,-460.206319,-460.250309,33.091,-1844.3368022601,-1855.5905486661,-1866.2594566841,-1715.9490883691
gdb_55903,NC(=O)CC1CC1C=O,3.78152,0.7564,0.6857,3.7748,74.59,-0.2476,-0.0188,0.2288,1606.8474,0.145847,-439.118212,-439.108485,-439.107541,-439.154378,34.301,-1770.8956589361,-1780.789593339,-1790.865505352,-1650.4566015481
gdb_121851,CCCOC(=NCC)C,2.74763,0.70888,0.58729,0.7254,90.7,-0.2398,0.0361,0.2759,2018.4741,0.214313,-405.570312,-405.558486,-405.557542,-405.609662,40.647,-2190.2404708571,-2204.1492078421,-2217.783095885,-2031.942540481
gdb_32864,CCOc1[nH]cc(n1)O,4.53148,0.89822,0.75672,2.3016,71.83,-0.1816,0.0582,0.2398,1471.8992,0.136079,-455.185177,-455.176183,-455.175239,-455.219447,32.682,-1664.3126277771,-1673.777346024,-1683.260262032,-1549.061187292
gdb_56462,CC(C#C)C(=O)NC=N,2.37856,1.14152,0.80625,1.4214,79.32,-0.2572,-0.0219,0.2353,1395.7763,0.134349,-418.01585,-418.006132,-418.005188,-418.051375,34.628,-1694.7342640971,-1703.745293337,-1713.228209345,-1580.5263710791
gdb_85106,CC1OC(=N)C1(O)C#N,2.05275,1.6217,1.24995,3.6102,67.56,-0.2918,-0.0246,0.2672,1058.2414,0.110862,-453.948189,-453.939278,-453.938333,-453.981885,31.928,-1515.9431447991,-1523.6828408051,-1531.9791372941,-1413.70247592
gdb_92775,CC1CC=C(C=O)C1=O,3.17136,1.18849,0.90756,3.9954,76.99,-0.2424,-0.0807,0.1616,1260.3735,0.135058,-421.880759,-421.872106,-421.871162,-421.914654,31.118,-1770.8385556171,-1780.5185094511,-1790.0014254591,-1655.9680130951
gdb_66859,OC12C3C4CC1CC2N34,2.55992,2.06748,1.82909,2.2542,73.36,-0.2132,0.066,0.2792,861.5408,0.1499,-401.888598,-401.882003,-401.881059,-401.919023,28.081,-1763.4866601731,-1775.3465802731,-1785.422492286,-1639.701097288
gdb_65794,CC1(CC=CC1=O)C#N,2.25517,1.58611,1.35894,5.6808,75.08,-0.261,-0.0684,0.1926,1025.2523,0.124215,-400.801124,-400.792813,-400.791869,-400.834402,30.578,-1708.9385578211,-1717.9445669891,-1726.834486992,-1600.3142398851
gdb_38557,C1C2OC3C4C=CC12C34,2.83919,2.2699,1.67036,1.1326,75.1,-0.192,0.0054,0.1973,841.222,0.138271,-384.626182,-384.620069,-384.619124,-384.656185,26.517,-1747.765049687,-1759.03950389,-1768.521792389,-1630.708265809
gdb_129615,C(C#N)c1c(onn1)N,3.37966,1.32156,0.98264,1.8146,65.05,-0.241,-0.0307,0.2102,1096.2994,0.089126,-448.922789,-448.914833,-448.913888,-448.955758,28.78,-1339.471926274,-1346.033160378,-1353.143464857,-1249.785829958
gdb_22190,CC#CC(=NO)CCO,2.0071,0.88747,0.64237,1.5261,84.4,-0.2275,-0.0245,0.2031,1730.7406,0.14413,-439.015193,-439.004194,-439.00325,-439.053851,37.091,-1706.2503092651,-1715.3460522201,-1725.421964233,-1587.3750043051
gdb_20324,C#CCc1ccon1,6.04094,1.29705,1.13409,2.5771,64.22,-0.2669,-0.0137,0.2532,993.0118,0.095161,-361.421908,-361.414905,-361.413961,-361.45398,25.404,-1375.167775739,-1382.328280938,-1389.439840435,-1288.2847621261
gdb_37370,C1CC2OC(O1)C1OC21,2.52458,2.03767,1.95167,1.7644,64.91,-0.2427,0.0651,0.3078,835.023,0.139051,-458.932886,-458.926577,-458.925633,-458.963312,26.137,-1666.8728644971,-1678.023071918,-1687.505987926,-1549.569469582
gdb_63130,CC1(O)C2COC12C=O,2.32562,1.59522,1.19836,5.3886,71.08,-0.2382,-0.0265,0.2117,1072.1828,0.133026,-458.920044,-458.911241,-458.910296,-458.953192,32.781,-1658.8143939191,-1668.399593894,-1677.881882393,-1543.219078502
gdb_28784,c1cn2c(cnc2[nH]1)O,3.40293,1.74797,1.15865,3.5014,69.18,-0.1873,0.0257,0.213,965.3922,0.103531,-432.901252,-432.894077,-432.893133,-432.932685,27.424,-1474.561436285,-1482.501935171,-1490.205863164,-1377.534112178
gdb_48580,O=CC12CC(C1)C(=O)N2,4.01683,1.22256,1.11601,1.3744,69.64,-0.2532,-0.05,0.2031,1076.3041,0.125096,-437.899191,-437.891787,-437.890843,-437.931354,28.44,-1633.8006301611,-1643.3751624831,-1652.265082486,-1524.220616018
gdb_38871,C1C2CC3OC2CCC13,2.65378,2.07292,1.88508,1.3935,79.12,-0.2339,0.0853,0.3192,883.2627,0.188923,-387.109697,-387.103695,-387.10275,-387.139537,27.391,-2050.489823994,-2065.3881426721,-2077.242415191,-1906.5888326051
gdb_66566,CC12C3C4CC1(C)C4N23,2.3111,2.21316,1.56603,1.8317,81.03,-0.2215,0.0833,0.3048,954.2432,0.17136,-365.943653,-365.935973,-365.935029,-365.975147,31.275,-1934.367401017,-1947.3242068491,-1958.586110872,-1798.1377071531
gdb_98904,OCC(=O)C1CCCO1,3.90759,0.95065,0.88298,3.3213,71.96,-0.2478,-0.0271,0.2206,1363.4311,0.159109,-460.178682,-460.169695,-460.168751,-460.213808,32.293,-1820.7694467471,-1832.016290554,-1842.685198572,-1693.04438236
gdb_123385,C#CCOc1ccno1,7.57614,0.8124,0.7371,2.1413,71.59,-0.2344,0.0027,0.2371,1435.5655,0.099573,-436.628232,-436.620144,-436.6192,-436.662089,28.762,-1464.1140389441,-1471.482249622,-1479.186177615,-1368.967986819
gdb_63645,CC1(O)CC1C1CCC1,3.32871,0.91816,0.85861,1.3247,86.98,-0.2443,0.0758,0.3201,1482.1157,0.204668,-388.268324,-388.258624,-388.25768,-388.303036,37.21,-2149.6870742231,-2164.041970107,-2177.082862145,-1995.47234491
gdb_11421,CCC1OCC(=N)O1,3.77541,1.55797,1.22897,2.1648,65.64,-0.2667,0.0221,0.2888,1008.9037,0.142384,-401.021643,-401.013723,-401.012779,-401.054538,28.523,-1614.1457932631,-1624.2844561761,-1633.7679996931,-1500.781272341
gdb_11528,CN(CC1CC1)C=O,4.22656,1.11624,1.00799,3.8946,73.4,-0.2393,0.0332,0.2725,1211.949,0.165174,-365.072982,-365.064127,-365.063183,-365.107398,31.33,-1782.694710663,-1794.024385658,-1804.693921185,-1657.16969283
gdb_13215,CCC(O)C1COC1,4.11329,1.17611,0.99641,2.5498,70.85,-0.2439,0.0628,0.3066,1214.8596,0.17607,-386.117752,-386.108628,-386.107684,-386.152176,32.506,-1822.7166071741,-1834.766034992,-1846.028566524,-1690.563211774
gdb_42974,O=C1N2CC2C=C1C#N,3.47763,1.42337,1.08532,6.3287,71.94,-0.2776,-0.0922,0.1853,1035.7459,0.090553,-415.626511,-415.619546,-415.618602,-415.658157,25.982,-1451.105777374,-1458.290127915,-1465.401059903,-1361.205700489
gdb_90276,CC1CC2=C(COC2)C1,4.09116,1.09801,0.90716,1.9764,84.9,-0.2184,0.0301,0.2485,1325.7142,0.184355,-387.10992,-387.101566,-387.100622,-387.143016,31.917,-2050.6297585011,-2064.0521760111,-2075.907076039,-1908.7719364161
gdb_107340,CCC12CCC=CC1N2,3.24398,1.25322,1.04765,1.5821,87.13,-0.219,0.0089,0.2279,1240.235,0.196319,-367.213021,-367.204421,-367.203477,-367.246045,33.966,-2103.0556254151,-2117.2122284551,-2129.660124488,-1954.4150585491
gdb_91661,CC1OC2CC1C21CN1,2.56216,1.75483,1.38172,1.6889,78.99,-0.2314,0.0823,0.3137,1020.9936,0.172546,-403.09771,-403.090074,-403.08913,-403.129334,31.154,-1894.3637022671,-1907.3474909861,-1918.609395009,-1757.959560901
gdb_25269,c1cc2n(c1)C(=O)CN2,3.18395,1.78428,1.15406,2.9872,74.46,-0.1938,-0.0225,0.1713,987.2482,0.11604,-416.871622,-416.864886,-416.863942,-416.902746,26.556,-1604.572515959,-1613.6776715491,-1621.974595547,-1500.973917604
gdb_63231,CC1(C)C=CCC2OC12,2.47529,1.59729,1.32377,1.7102,83.56,-0.2425,0.0258,0.2683,1088.9332,0.182611,-387.09661,-387.088038,-387.087094,-387.129247,34.001,-2042.2776137111,-2055.5632342591,-2067.418134287,-1900.1317649951
gdb_130347,NC1COC2=C1ON=C2,3.07541,1.63161,1.16016,2.0963,67.3,-0.2228,-0.0191,0.2038,1008.197,0.11513,-453.905942,-453.898759,-453.897814,-453.937965,27.096,-1489.432772076,-1498.256803634,-1506.553100123,-1386.14228064
gdb_119792,CCCC1=NC2CC2O1,5.27465,0.84754,0.78331,0.9594,80.0,-0.2371,0.0252,0.2623,1527.27,0.171224,-403.159026,-403.150354,-403.14941,-403.193246,32.367,-1932.840044111,-1945.1737335061,-1956.435637529,-1798.064916109
gdb_102921,COC(CCC#N)C=O,2.59207,0.81587,0.64794,4.6792,74.46,-0.2605,-0.0477,0.2127,1662.9557,0.144435,-439.096766,-439.08643,-439.085485,-439.133678,34.681,-1757.4381009221,-1766.949882344,-1777.025166848,-1637.467165248
gdb_25174,c1cc(c(=O)[nH]c1)C#N,3.06448,1.51629,1.01438,7.7947,76.6,-0.2405,-0.0792,0.1613,1065.7602,0.092264,-415.695366,-415.688366,-415.687422,-415.727029,26.269,-1494.312909569,-1501.475297295,-1508.586229283,-1404.4235003371
gdb_119153,COCC1(CO1)C(C)C,1.95517,1.24415,0.98036,1.4572,82.21,-0.2572,0.0683,0.3255,1382.2471,0.202624,-425.399299,-425.388409,-425.387465,-425.436085,39.006,-2095.199212735,-2108.8067454001,-2121.8476374381,-1942.029913416
gdb_128617,COC1=NC(=N)C=NO1,3.03446,1.44254,0.98381,2.8201,68.94,-0.2601,-0.06,0.2001,1125.1224,0.101298,-469.9863,-469.978517,-469.977573,-470.019095,27.833,-1391.2539689541,-1398.8123148591,-1406.516242852,-1294.825288433
gdb_21084,Cn1c(=O)nccn1,3.51631,2.50597,1.47663,3.828,63.68,-0.2535,-0.0835,0.17,786.906,0.097162,-394.80978,-394.803167,-394.802223,-394.840775,23.937,-1321.009983985,-1328.413962676,-1335.525522173,-1232.834929341
gdb_37567,C1C2N3C1C21CCCC31,3.64263,1.60881,1.37954,1.9642,82.65,-0.2172,0.0795,0.2966,995.6721,0.173648,-365.905591,-365.898748,-365.897804,-365.936824,28.576,-1910.483153459,-1923.9651843241,-1935.227088347,-1774.089679746
gdb_75324,CC1=CCC2CC1C2=O,2.41803,1.61842,1.35989,2.8222,81.36,-0.2201,-0.0047,0.2154,1053.2346,0.160503,-385.913804,-385.90604,-385.905096,-385.9458,30.783,-1927.9078233711,-1939.9233657031,-1950.592273721,-1798.7307031581
gdb_25555,c1coc(=NCC=O)o1,7.01452,0.75113,0.68581,5.4799,66.42,-0.2303,-0.0186,0.2116,1519.3398,0.09897,-473.832417,-473.824194,-473.82325,-473.867833,28.123,-1455.5661113461,-1462.8489808,-1470.552908793,-1361.1423220801
gdb_106500,COC12CC(C1)OC2C,2.39024,1.65667,1.27086,1.3985,77.8,-0.2379,0.0773,0.3153,1091.5044,0.182279,-424.198301,-424.189613,-424.188669,-424.231423,33.659,-1969.4137786671,-1982.6259806621,-1994.48088069,-1827.316248144
gdb_186,N=C1OC=CO1,9.19863,4.12641,2.84857,3.6351,40.77,-0.2262,0.0118,0.238,424.2581,0.062567,-321.236907,-321.232405,-321.231461,-321.264644,16.38,-930.440852277,-935.614663982,-940.355494477,-872.206762059
gdb_87741,CC1CC11CC(O1)C#N,4.71917,0.9118,0.87654,4.4837,77.53,-0.2504,0.0018,0.2522,1361.1307,0.146467,-401.92797,-401.919182,-401.918238,-401.962017,32.376,-1788.1929445211,-1798.6767373841,-1808.752649397,-1666.6802192341
gdb_47519,O=C1CCCC2CC1C2,2.41683,1.71335,1.24829,3.14,81.36,-0.2303,-0.0074,0.2229,1075.0313,0.185673,-387.114826,-387.107188,-387.106244,-387.146794,31.057,-2053.708317655,-2067.5800316091,-2079.434931637,-1911.1426654181
gdb_80808,CN1C2CC1(C#C)C2O,2.19849,1.48199,1.43384,1.8534,80.61,-0.2047,0.0281,0.2328,1061.1619,0.14539,-401.826516,-401.817647,-401.816703,-401.859639,34.102,-1724.5296464351,-1734.9626110691,-1745.038523082,-1602.4371028321
gdb_105376,OCC1(CC2CC2)CO1,3.06461,0.99301,0.83905,1.8517,78.38,-0.2573,0.0844,0.3417,1430.2863,0.181585,-424.188157,-424.178764,-424.17782,-424.223137,35.154,-1963.0483273711,-1975.818135521,-1987.673035549,-1822.11670857
gdb_94931,OC1CCN2C(C=O)C12,2.10409,1.80385,1.55123,2.1131,71.94,-0.2368,-0.0261,0.2107,973.3369,0.148036,-439.063341,-439.055142,-439.054198,-439.096175,30.863,-1736.463612597,-1747.3163807521,-1757.392292765,-1613.9336952211
gdb_107307,CCC12CC(C)=CC1O2,3.35989,1.12988,0.94758,1.9164,84.23,-0.2315,0.0094,0.2409,1332.8969,0.18143,-387.098258,-387.089144,-387.0882,-387.131995,34.779,-2043.3117485431,-2056.2572592131,-2068.112159241,-1901.8561597271
gdb_41687,C1OCC23CC=CC2C13,3.85277,1.44788,1.2389,1.4861,79.66,-0.2296,0.0184,0.248,1038.4854,0.162346,-385.892775,-385.885906,-385.884961,-385.923711,28.333,-1914.71193661,-1927.2890994971,-1937.957380006,-1784.8696568571
gdb_96217,CN1CCCN=C1C=O,2.76707,1.41434,0.97953,3.4022,81.15,-0.2191,-0.0538,0.1653,1204.7009,0.160412,-419.229037,-419.220216,-419.219272,-419.263082,31.956,-1828.168405366,-1839.519415667,-1850.188323685,-1699.660837256
gdb_131134,OC(C=O)C1=NOC=N1,3.95345,1.09985,0.97586,3.1047,59.64,-0.2836,-0.0566,0.227,1149.7746,0.088517,-489.877455,-489.869809,-489.868865,-489.91075,26.776,-1335.2236903441,-1341.979452238,-1349.090384226,-1245.8463284561
gdb_84002,CC12OCCOC1C2O,2.17976,1.77635,1.4617,1.9348,71.06,-0.2162,0.0662,0.2824,1012.761,0.159031,-460.128702,-460.120349,-460.119405,-460.16111,32.597,-1789.4065469271,-1801.05123144,-1811.720139458,-1659.9759130781
gdb_46420,O=C1NCC1CCC#C,3.79683,0.82321,0.71974,3.7593,78.97,-0.2502,0.0287,0.2788,1542.4276,0.146663,-401.939396,-401.930084,-401.92914,-401.974341,33.557,-1795.362862355,-1805.5178405021,-1815.593752515,-1674.41364015
gdb_67926,OC12CC(=O)C1C2C#C,1.97453,1.78188,1.14964,3.4953,72.38,-0.2468,-0.0194,0.2273,1064.4794,0.109875,-420.572971,-420.564667,-420.563723,-420.605755,31.667,-1578.0414354391,-1586.163284426,-1594.460208424,-1475.84469219
gdb_40776,C1CC1C1CCC2CC12,3.51797,1.10874,0.94952,0.1223,88.95,-0.2551,0.0862,0.3413,1332.2027,0.208384,-351.146631,-351.13843,-351.137486,-351.179566,33.135,-2209.9994742491,-2225.2956336331,-2238.336525671,-2054.9256851151
gdb_42337,C1CN(C1)C(=O)C2CC2,4.00093,0.99124,0.86121,3.7238,82.79,-0.2318,0.0287,0.2605,1395.4956,0.171754,-403.1549,-403.145881,-403.144937,-403.190247,32.263,-1930.2509419771,-1942.366885749,-1953.628789772,-1796.1830166181
gdb_15128,O=CC#CCC1CO1,9.42512,0.71009,0.6806,4.3063,69.68,-0.2663,-0.0615,0.2048,1553.7685,0.104774,-382.489301,-382.480897,-382.479953,-382.524333,27.656,-1429.3858083571,-1436.555726191,-1444.260281693,-1337.726823745
gdb_5432,Cc1c(cc[nH]1)C#N,3.49111,1.92407,1.25011,6.2934,71.16,-0.2251,-0.002,0.2231,911.5292,0.109129,-341.652648,-341.645372,-341.644428,-341.684327,26.517,-1507.688263904,-1515.5660118901,-1523.270567392,-1413.8210751211
gdb_102560,CC1CN1C(CO)CO,2.41446,1.16332,0.97395,3.5407,79.04,-0.239,0.0739,0.3129,1331.4631,0.193572,-441.445237,-441.435317,-441.434372,-441.480268,36.993,-1975.4215498331,-1988.7485859751,-2001.195854499,-1827.5283461861
gdb_63463,CC1(C)NC1(C)C1CN1,2.64641,1.30668,1.03031,1.5992,85.74,-0.2389,0.0703,0.3092,1269.9872,0.20437,-384.425538,-384.415242,-384.414298,-384.460353,38.723,-2087.4651643101,-2101.445437321,-2114.486329359,-1932.954878258
gdb_123801,c1nc(no1)NC2CC2,5.51734,0.96326,0.85472,1.6966,70.98,-0.2312,-0.0095,0.2217,1311.8284,0.125957,-434.048382,-434.040735,-434.039791,-434.081478,28.238,-1566.544215541,-1575.965635667,-1584.85555567,-1457.189477129
gdb_93010,CC1CC=CC2(CC2)C1,2.72551,1.30954,0.99107,0.2503,92.83,-0.2203,0.0311,0.2514,1294.4331,0.207317,-351.171271,-351.162641,-351.161697,-351.204077,34.895,-2225.461296009,-2240.4882540321,-2253.52914607,-2070.306558214
gdb_46251,N=C1OCC11CC2OC12,3.16636,1.47842,1.23782,3.8843,69.64,-0.2575,0.0169,0.2743,1014.267,0.124455,-437.831547,-437.824232,-437.823287,-437.863604,27.946,-1591.353411365,-1600.983791988,-1609.873084482,-1481.706881268
gdb_67343,CC12C3NC1C3OC2=N,2.89873,1.94417,1.3501,2.5968,73.46,-0.2516,0.0143,0.2659,940.9406,0.137824,-417.958114,-417.951114,-417.95017,-417.989231,28.274,-1658.5044044731,-1669.2210031751,-1678.703919183,-1541.5304517831
gdb_105449,OCC1(CC=CC1)C=O,2.69375,1.31657,1.15296,2.8777,76.46,-0.2526,-0.0326,0.2201,1137.2792,0.159119,-423.045958,-423.037372,-423.036428,-423.079254,32.553,-1874.1597949941,-1885.658897419,-1896.327805437,-1745.5424128091
gdb_73070,OC12CNC1C2OC=N,3.43439,1.12038,0.99268,3.1969,70.85,-0.2277,0.0316,0.2593,1210.2496,0.135322,-455.072336,-455.063709,-455.062764,-455.105975,31.737,-1593.5038847081,-1603.198898758,-1612.681187257,-1477.856486044
gdb_105208,C[NH2+]C1(CC1O)C([O-])=O,2.19273,1.52139,1.08878,4.9102,68.23,-0.24,0.0171,0.2572,1141.244,0.146522,-476.228321,-476.218932,-476.217988,-476.262406,34.563,-1703.3141946541,-1713.41959959,-1723.4955116031,-1581.313267365
gdb_85898,CC1(C)CC(O)C2OC12,2.66439,1.36531,1.22107,1.8953,76.79,-0.2514,0.0758,0.3272,1142.1475,0.181786,-424.226119,-424.217128,-424.216184,-424.259277,35.255,-1986.8698240291,-1999.8918907971,-2011.746790825,-1844.7948838301
gdb_31862,COc1ncc(cn1)O,5.13342,1.06681,0.88818,3.081,72.2,-0.2257,-0.0401,0.1855,1241.7307,0.113641,-453.994954,-453.987111,-453.986167,-454.027417,28.923,-1545.2886031841,-1553.6984788021,-1561.9954028001,-1442.2742157081
gdb_44262,O=C1NC2C1CCC2=O,3.15825,1.44777,1.18754,1.4547,68.69,-0.2433,-0.0369,0.2064,1027.2839,0.125782,-437.936618,-437.929174,-437.92823,-437.968947,28.249,-1657.2864095041,-1666.835841466,-1675.725761469,-1547.810561855
gdb_12678,CC1NCC(=O)C1O,2.62741,2.2579,1.51605,2.1652,63.44,-0.2324,-0.0325,0.1999,871.7213,0.142528,-401.014395,-401.006584,-401.00564,-401.046317,29.544,-1609.597608031,-1619.804669425,-1629.288212942,-1495.622520852
gdb_56281,[O-]C(=O)C[NH2+]CC1CO1,5.1746,0.65402,0.6382,4.4489,69.18,-0.2522,0.0177,0.2698,1722.8779,0.147376,-476.221042,-476.211955,-476.21101,-476.256626,32.06,-1698.7465566431,-1709.041469297,-1719.116753801,-1577.686265345
gdb_118816,CC1(CCO)NC1C=O,3.42085,0.86517,0.79809,4.8715,77.75,-0.239,-0.0205,0.2184,1481.9272,0.168543,-440.266799,-440.25667,-440.255726,-440.30226,36.454,-1863.792718805,-1875.211500078,-1886.473404101,-1729.5403058
gdb_133500,CC(C(C)=O)C(F)(F)F,2.28565,1.3416,1.11949,2.625,58.03,-0.2602,-0.0298,0.2305,1122.3178,0.117797,-569.424434,-569.414778,-569.413834,-569.460055,33.672,-1548.6256960461,-1556.786450591,-1565.676370594,-1441.2733388531
gdb_126023,CC1COC2=C1C=NO2,3.11904,1.58447,1.12308,4.5992,70.12,-0.2205,0.0056,0.226,1051.6925,0.12599,-437.871471,-437.864082,-437.863138,-437.904433,27.547,-1616.4060806811,-1625.990025638,-1634.879945641,-1507.327446229
gdb_15582,CC1COCC1C#N,3.17334,1.82429,1.27822,3.0149,67.62,-0.2738,0.0279,0.3017,947.9999,0.143527,-363.884577,-363.876758,-363.875814,-363.918343,28.271,-1664.811497432,-1675.014166263,-1684.49770978,-1552.249560521
gdb_78646,CC12C3C1C(C3O)C2=O,2.96144,1.5052,1.159,3.5702,72.58,-0.2365,0.0051,0.2416,1064.6868,0.135018,-421.795893,-421.787854,-421.78691,-421.828215,30.942,-1717.584376823,-1727.6496211831,-1737.132537191,-1601.7267626441
gdb_2691,CN=COCCO,9.32709,1.0204,0.96464,2.6277,62.32,-0.2554,0.0191,0.2745,1201.8264,0.13495,-362.899954,-362.891472,-362.890528,-362.933845,28.43,-1441.63290151,-1450.529724112,-1459.420899133,-1338.020497957
gdb_41134,C1OC23CN4C2C=CC134,2.99485,2.24825,1.70398,0.5173,73.02,-0.2173,-0.0263,0.191,818.5226,0.124785,-400.568113,-400.56188,-400.560936,-400.598193,26.561,-1562.722058222,-1573.032031092,-1581.921951095,-1452.090966504
gdb_28308,c1c(nc2n1CC=C2)N,5.10433,1.28789,1.03649,3.1059,81.04,-0.1739,-0.019,0.1548,1104.8099,0.127864,-396.975461,-396.968301,-396.967357,-397.006799,28.246,-1657.461484515,-1667.189129033,-1676.079049036,-1547.259608953
gdb_25896,CC(=O)c1c[nH]cc1O,2.72853,1.52929,0.98602,5.0706,74.9,-0.2006,-0.0327,0.168,1140.5772,0.124905,-437.953775,-437.945538,-437.944594,-437.986863,30.866,-1668.0525814171,-1677.1043987421,-1685.994318745,-1559.053013099
gdb_14201,OC12CC3C1CN3C2,3.65732,2.3013,2.10902,1.1294,66.78,-0.2163,0.0678,0.2842,731.0648,0.144454,-363.797131,-363.791006,-363.790061,-363.826881,25.696,-1609.938345418,-1621.2040144951,-1630.686930503,-1494.856332363
gdb_94856,OC1CCC2(CCO2)C1,3.55194,1.09542,1.02035,2.3523,78.09,-0.2377,0.0702,0.3078,1259.1483,0.183145,-424.221913,-424.213226,-424.212282,-424.25624,33.192,-1984.230521175,-1997.4433506791,-2009.298250707,-1842.889138997
gdb_7100,CCOC(=O)CC#N,8.05611,0.8924,0.8156,5.6532,62.99,-0.2933,-0.0066,0.2868,1347.2193,0.116846,-399.850285,-399.841382,-399.840438,-399.885499,29.572,-1506.959725955,-1514.704442033,-1523.00199354,-1408.421360176
gdb_133386,c1(c(nc(=O)on1)F)N,3.21654,1.4883,1.01884,6.1398,57.13,-0.263,-0.0977,0.1653,1021.7071,0.064842,-529.968647,-529.961395,-529.960451,-530.000742,26.663,-1147.283489826,-1152.5087572691,-1158.4336972471,-1070.303195742
gdb_104602,[NH3+]CC1(CC([O-])=O)CO1,2.79672,1.18071,0.94837,10.4299,72.1,-0.1935,0.0052,0.1988,1245.302,0.144964,-476.155268,-476.14642,-476.145475,-476.189205,33.045,-1657.4727796771,-1667.9176669821,-1677.9929514861,-1535.3789810561
gdb_122710,CCCOC=NCC=O,8.29565,0.42909,0.42489,4.358,82.93,-0.2404,-0.02,0.2203,2563.7213,0.167025,-440.290576,-440.279635,-440.278691,-440.329281,36.261,-1878.713000298,-1889.622244263,-1900.884148286,-1746.496226489
