mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_63662,CC1(C)CC1CCC#C,4.21909,0.66905,0.63389,0.8949,93.3,-0.2518,0.0592,0.311,1850.6198,0.202799,-351.121245,-351.110495,-351.10955,-351.157307,39.939,-2194.069530775,-2207.7661697181,-2220.806434247,-2040.9579622841
gdb_47927,C1CNC(=O)CCOC1,2.22167,1.60488,1.12813,2.8595,75.74,-0.2372,0.0272,0.2644,1133.0745,0.173889,-440.319418,-440.311194,-440.31025,-440.35222,31.976,-1896.8116148761,-1909.425800794,-1920.687704817,-1760.89065544
gdb_122580,OCCCC1CC=CC1,5.09601,0.62463,0.57644,1.3804,87.39,-0.2341,0.0308,0.2648,1935.5789,0.206206,-388.301202,-388.291404,-388.290459,-388.336843,35.984,-2170.318315125,-2184.6117151271,-2197.651979656,-2016.686541673
gdb_32590,CCn1cc(nc1C)C,2.65903,1.23814,0.91454,3.5043,86.96,-0.2019,0.0393,0.2412,1362.6236,0.182298,-383.332052,-383.322091,-383.321146,-383.367446,35.795,-2029.14447785,-2041.5578608881,-2053.412133407,-1888.368481281
gdb_33308,C#CC#CC1=NCCO1,8.08744,0.67792,0.63043,1.2908,92.31,-0.2439,-0.0591,0.1848,1681.3627,0.100455,-399.505677,-399.497336,-399.496392,-399.539618,29.394,-1523.885526212,-1531.0956046221,-1538.799532615,-1429.0482085151
gdb_133383,c1c(c(=O)onc1N)F,3.10569,1.42531,0.97812,6.0394,61.72,-0.2472,-0.0786,0.1686,1073.863,0.076789,-513.907807,-513.900472,-513.899527,-513.939706,27.488,-1257.7100136101,-1263.7723780591,-1270.2896865331,-1174.229353795
gdb_75582,CC1=CCCOCC1=O,2.42692,1.55089,1.00297,3.04,80.19,-0.2371,-0.0503,0.1869,1192.0938,0.159531,-423.050098,-423.041484,-423.04054,-423.083742,32.23,-1876.7576822541,-1888.2392144271,-1898.9081224451,-1748.358673201
gdb_88938,CN1CC1CC(=O)C=O,3.22455,0.91421,0.84792,1.3135,73.41,-0.23,-0.099,0.131,1408.8587,0.144305,-439.064823,-439.055171,-439.054227,-439.101109,33.593,-1737.393580935,-1747.334578513,-1757.410490526,-1617.029824627
gdb_22947,ON=C1COC1CC#C,4.35646,0.85012,0.73851,1.6081,75.81,-0.2501,-0.0107,0.2393,1467.9467,0.121268,-437.779516,-437.770371,-437.769427,-437.814101,32.822,-1558.703490586,-1567.1855297391,-1576.075449742,-1450.643303241
gdb_97058,CC1=C(COC1=NC)N,3.01829,1.24656,0.8977,4.2809,86.51,-0.2003,0.0055,0.2058,1306.2338,0.158703,-419.240764,-419.230914,-419.22997,-419.276118,35.01,-1835.5272034091,-1846.232506949,-1856.901414967,-1707.84104458
gdb_105128,CCC1(OC1C#C)C#N,2.51186,1.21947,0.95457,3.911,77.28,-0.2838,-0.0181,0.2657,1246.7274,0.121153,-400.706016,-400.696645,-400.6957,-400.740419,33.603,-1649.257431849,-1657.598281477,-1666.487573971,-1541.339061538
gdb_96500,CC1CCCCOC1=N,2.28691,1.53649,1.0334,3.2191,83.64,-0.2499,0.0349,0.2848,1227.8832,0.196345,-404.377346,-404.368563,-404.367619,-404.410667,34.272,-2069.4951890771,-2083.5363304611,-2095.984226494,-1920.7849687121
gdb_128880,c1c([nH]nc1C#N)C#N,6.75832,0.90846,0.80082,2.4872,72.76,-0.2945,-0.0742,0.2203,1270.0662,0.068656,-410.632873,-410.625824,-410.62488,-410.664791,25.123,-1294.565499707,-1299.9194064951,-1305.844346473,-1217.846876876
gdb_76241,CC1C(C)C(=O)C1C#C,2.49691,1.35294,1.02703,2.828,82.38,-0.2366,-0.0216,0.215,1216.9421,0.156247,-385.871541,-385.861833,-385.860889,-385.906051,35.805,-1901.387410504,-1912.1830753401,-1922.851983358,-1773.7878479171
gdb_59296,CC(C)C1C=CCC1C,2.50642,1.25661,0.96233,0.1383,93.84,-0.2321,0.0278,0.2599,1364.0723,0.229008,-352.377955,-352.368107,-352.367163,-352.412057,38.542,-2354.814746251,-2370.8545038001,-2385.081387848,-2187.1022983481
gdb_57908,CC(C)C(=O)C1CCC1,3.2012,0.90685,0.89506,2.4968,86.67,-0.2347,-0.0098,0.2249,1497.0219,0.204478,-388.309615,-388.299326,-388.298382,-388.346072,37.262,-2175.5975483421,-2189.5828414251,-2202.623733463,-2022.477822234
gdb_119760,COCC1=CC(=N)OC1,4.48025,0.83229,0.71131,4.7822,79.63,-0.2395,-0.0236,0.216,1563.8329,0.147356,-439.096009,-439.087136,-439.086192,-439.130414,31.59,-1756.9630766091,-1767.3929036981,-1777.468815711,-1635.4189758721
gdb_26701,Cc1c(c(oc1O)O)N,2.26247,1.62782,0.9564,0.7302,68.64,-0.1703,0.0512,0.2214,1170.1116,0.12243,-475.042826,-475.033094,-475.03215,-475.077197,34.703,-1587.2570326131,-1595.370096474,-1604.2600164771,-1478.80653467
gdb_96269,CC1CCCCC(=O)C1,2.06476,1.45684,0.96409,2.9167,85.51,-0.2333,-0.0085,0.2248,1309.3803,0.207124,-388.335882,-388.326766,-388.325822,-388.36984,35.309,-2192.0803272451,-2206.8016883851,-2219.842580423,-2037.3924561461
gdb_27672,Cc1cc([nH]c1C#C)N,2.80549,1.27649,0.88386,2.5012,90.44,-0.1744,0.0134,0.1878,1281.7445,0.135455,-380.884673,-380.875267,-380.874323,-380.918506,34.982,-1749.095368767,-1758.302808324,-1767.785724332,-1634.081754193
gdb_92762,[NH3+]C1CC=C(C1)C([O-])=O,3.33719,1.05422,0.89406,4.4448,74.93,-0.2494,-0.0414,0.208,1306.118,0.148784,-439.128028,-439.119448,-439.118504,-439.161786,32.285,-1777.0552872801,-1787.6689745061,-1797.744886519,-1655.1051882201
gdb_86096,CC1OC(C)=NC1C#C,2.65738,1.35636,1.02743,1.5673,78.9,-0.2498,0.0192,0.269,1205.1883,0.145975,-401.94373,-401.934488,-401.933544,-401.978194,33.819,-1798.0824863611,-1808.281390138,-1818.357302151,-1676.831432327
gdb_97670,CCC#CC1(CCC1)C,3.77579,0.71306,0.67147,0.0837,96.47,-0.2352,0.0597,0.2949,1833.379,0.20444,-351.131742,-351.121223,-351.120278,-351.169536,38.303,-2200.656492748,-2214.4980862701,-2227.538350799,-2048.6317698451
gdb_54903,NC(=O)C1OC(=N)C=C1,3.66065,1.21908,0.99974,1.2987,70.18,-0.2462,-0.0409,0.2053,1139.9288,0.113581,-454.001956,-453.993995,-453.993051,-454.035009,29.649,-1549.6824212021,-1558.018250758,-1566.315174756,-1447.038264036
gdb_113709,COC1CC1C(C)(C)O,2.35934,1.26654,1.0556,1.868,82.42,-0.2371,0.065,0.3021,1287.4733,0.202615,-425.401954,-425.391351,-425.390407,-425.436771,40.191,-2096.8652491301,-2110.6528768781,-2123.693768916,-1942.4603845901
gdb_104541,CC#CCC1(CO)CO1,2.59447,0.99984,0.84427,1.2055,80.13,-0.2433,0.0504,0.2937,1453.4008,0.156072,-422.974568,-422.964109,-422.963165,-423.011392,36.304,-1829.361927484,-1839.6857055521,-1850.35461357,-1702.9583970511
gdb_133669,OC(C1CN1)C(F)(F)F,2.69801,1.20071,1.01276,0.7771,54.2,-0.261,0.0622,0.3232,1148.7198,0.108376,-585.417354,-585.408579,-585.407635,-585.451867,31.273,-1395.5787609821,-1403.4031707031,-1411.7000947011,-1293.9084977841
gdb_74354,CC1=CC(CC1)NC=O,4.20214,0.83048,0.75653,4.0257,85.09,-0.2337,0.0164,0.2501,1545.5581,0.171417,-403.19945,-403.190195,-403.189251,-403.23443,33.721,-1958.2064679271,-1970.1743195751,-1981.436223598,-1823.9082467651
gdb_112174,CC1(O)C(CO)OC1=N,2.45183,1.25634,1.03425,1.0965,69.46,-0.2701,0.013,0.283,1212.1394,0.145443,-476.213912,-476.204263,-476.203319,-476.248438,35.129,-1694.2724174731,-1704.2146700691,-1714.2905820821,-1572.548221653
gdb_93494,CC1CC(=O)COC1C,2.69271,1.33968,1.06307,2.9446,78.6,-0.2303,-0.0198,0.2105,1206.2784,0.182102,-424.259039,-424.249933,-424.248989,-424.29265,34.726,-2007.527420309,-2020.477323542,-2032.3322235701,-1865.736741687
gdb_30694,COC(C)C1=CNC=C1,3.6714,1.02155,0.85014,0.9469,82.29,-0.1983,0.0523,0.2507,1393.7704,0.170981,-403.175233,-403.165844,-403.1649,-403.210202,34.482,-1943.0100824741,-1954.8938479161,-1966.155751939,-1808.7049587131
gdb_104599,C1CC1(CO)OC(=O)N,2.32896,1.27425,1.06748,3.0432,68.12,-0.2578,0.048,0.3058,1206.8187,0.146004,-476.24462,-476.234993,-476.234048,-476.279438,35.235,-1713.541963845,-1723.498021639,-1733.573306143,-1592.001000653
gdb_22337,CC1CC(=NO)C(=O)O1,2.9195,1.30387,1.02128,4.1377,70.03,-0.2552,-0.0572,0.1981,1164.1443,0.123634,-475.023737,-475.015355,-475.014411,-475.057234,30.868,-1575.278513312,-1584.238714323,-1593.1286343261,-1466.279572503
gdb_86272,CC1CC(O)C1(O)C#N,1.84513,1.65354,1.15559,3.5636,72.69,-0.2736,0.0075,0.2811,1139.1158,0.145906,-439.087521,-439.077988,-439.077043,-439.121673,35.052,-1751.6367802171,-1761.652451366,-1771.7277358701,-1629.933919703
gdb_100306,CC(CO)(CO)N1CC1,1.97383,1.51074,1.08152,1.65,77.47,-0.236,0.0726,0.3085,1217.6092,0.192063,-441.436778,-441.426226,-441.425282,-441.472708,38.963,-1970.1134512021,-1983.043901656,-1995.491797689,-1822.784378146
gdb_113689,COC1CC1C(=O)CO,3.22571,0.92136,0.84068,4.0574,74.23,-0.2618,-0.022,0.2398,1445.7092,0.156455,-460.148411,-460.138572,-460.137628,-460.18411,34.816,-1801.7741218081,-1812.486327947,-1823.155235965,-1674.408620078
gdb_61237,CC(CC#N)C1CN1C,2.92277,0.94421,0.78467,3.2182,83.65,-0.2368,0.0326,0.2694,1487.4611,0.181239,-383.258146,-383.248059,-383.247114,-383.293618,36.485,-1982.767797696,-1995.1021146001,-2006.956387119,-1842.040746829
gdb_61454,CC(NC(C)=O)C1CO1,2.5439,1.06549,0.88807,2.0574,76.56,-0.243,0.0337,0.2767,1391.2596,0.168796,-440.303438,-440.293176,-440.292231,-440.340525,35.929,-1886.7840210561,-1898.1193436321,-1909.380620146,-1753.551937685
gdb_87000,CC1CC(CNC=O)C1,5.46283,0.64376,0.61155,3.7849,85.14,-0.2486,0.0341,0.2827,1859.7863,0.194211,-404.372503,-404.362616,-404.361672,-404.408986,35.797,-2066.45616299,-2079.8045344381,-2092.252430471,-1919.7301260831
gdb_119297,COCC1(CCN1)C#N,2.12637,1.33535,0.96902,5.4476,76.77,-0.2459,0.0232,0.2691,1287.2118,0.158901,-419.18099,-419.171539,-419.170595,-419.215797,33.66,-1798.0184804431,-1808.974160074,-1819.643068092,-1669.989074191
gdb_128326,CNc1c(c([nH]n1)O)N,3.23913,1.22257,0.89854,2.385,72.02,-0.1888,0.0594,0.2482,1257.508,0.137712,-451.32995,-451.320743,-451.319799,-451.363598,33.906,-1594.283878395,-1603.614309716,-1613.097225724,-1478.281937146
gdb_95945,CC1OCCC1(C)C=O,2.06372,1.50154,1.24264,1.686,78.42,-0.2503,-0.0287,0.2216,1150.3353,0.181256,-424.249197,-424.239602,-424.238658,-424.28411,35.245,-2001.3514767311,-2013.994528063,-2025.849428091,-1860.377814827
gdb_98802,CCC(=O)N1CCC1=O,3.03383,1.17389,0.86458,1.8908,75.22,-0.2578,-0.0283,0.2294,1328.9902,0.146504,-439.150618,-439.141271,-439.140326,-439.186113,32.596,-1791.2307155901,-1801.363103413,-1811.438387917,-1670.370599663
gdb_124275,CC(=O)c1[nH]c(=O)[nH]n1,4.35011,1.09869,0.88191,2.7382,67.39,-0.2413,-0.0707,0.1705,1225.0148,0.101332,-470.07436,-470.066114,-470.06517,-470.108241,29.099,-1446.512411494,-1453.7802207321,-1461.4841487251,-1350.7652057471
gdb_33363,N#CC#CC1CCCO1,4.99528,0.71087,0.68475,5.569,83.51,-0.2741,-0.0468,0.2273,1615.4813,0.125569,-400.739624,-400.731305,-400.73036,-400.774046,29.559,-1670.346754321,-1679.3477434171,-1688.237035911,-1562.440306681
gdb_124691,CC(CO)C1=CON=N1,3.78466,0.97408,0.82965,2.6364,69.91,-0.2644,-0.04,0.2244,1347.0433,0.134974,-455.119613,-455.110834,-455.10989,-455.153862,31.635,-1623.1706277011,-1632.770260383,-1642.253176391,-1507.9060095271
gdb_130458,[NH3+]CCN=C1[N-]N=CO1,3.50437,1.16304,0.92103,3.1688,72.44,-0.2026,0.0154,0.2181,1242.8142,0.138165,-451.316956,-451.308742,-451.307798,-451.350304,30.184,-1586.130026449,-1596.083574207,-1605.566490215,-1469.9398325
gdb_132358,Cc1cc(nc(c1)F)C,1.88919,1.73648,0.91504,3.2184,79.09,-0.2464,-0.022,0.2244,1240.4712,0.135186,-426.059415,-426.050787,-426.049843,-426.094015,31.15,-1774.116035124,-1783.8116766831,-1793.2945926911,-1659.7230269511
gdb_104554,COC1(CC(=O)C1)C#N,2.65274,1.23947,1.0104,2.4432,70.34,-0.2648,-0.0435,0.2213,1187.427,0.121163,-437.890021,-437.880979,-437.880035,-437.925163,32.299,-1628.0463726311,-1636.5930452111,-1645.482965214,-1520.3357077991
gdb_60131,CC(O)CC1C(O)C1O,2.84973,1.02061,0.90711,2.0281,74.98,-0.2379,0.0406,0.2784,1379.8697,0.180561,-461.335823,-461.32573,-461.324786,-461.370705,38.09,-1919.0342186021,-1931.3641429431,-1943.219042971,-1777.785080247
gdb_111908,CCC1N=C(C)NC1=O,2.25628,1.37953,0.90337,3.0142,78.23,-0.2404,-0.008,0.2324,1317.1788,0.159173,-419.279311,-419.270055,-419.269111,-419.313551,33.763,-1859.715792832,-1870.7938367181,-1881.462744736,-1731.3305889771
gdb_75769,CC1C(=N)OC1(C)C#C,2.42955,1.3222,1.15086,2.6182,80.18,-0.2633,0.0151,0.2784,1168.9688,0.144823,-401.923162,-401.913726,-401.912782,-401.957134,35.226,-1785.175881249,-1795.25304828,-1805.328960293,-1663.616092787
gdb_93554,OC1CCC(=O)NC=C1,3.2065,1.19554,0.92916,2.1198,76.3,-0.2261,-0.0144,0.2117,1228.167,0.149748,-439.128195,-439.119926,-439.118982,-439.161206,31.703,-1777.1600812831,-1787.9689238081,-1798.0448358211,-1654.7412330001
gdb_27852,NC1=NC(=N)OC(O)=C1,2.13039,1.84863,0.98998,4.5477,71.71,-0.2126,-0.0195,0.1931,1102.4738,0.101678,-470.05814,-470.050228,-470.049284,-470.090481,30.251,-1436.334215514,-1443.811612758,-1451.515540751,-1339.620645907
gdb_115554,COC1COC1(C)C#N,2.62509,1.14801,1.0924,4.6913,73.19,-0.2764,0.0066,0.283,1225.7481,0.145175,-439.06658,-439.056927,-439.055982,-439.10172,33.86,-1738.4961142481,-1748.436484317,-1758.511768821,-1617.413232626
gdb_109393,CCC1=NCCCCO1,2.8962,1.19528,0.95192,1.8096,84.63,-0.233,0.0194,0.2524,1334.8496,0.19544,-404.371084,-404.361872,-404.360928,-404.405517,34.513,-2065.565727719,-2079.3376677421,-2091.785563775,-1917.553297362
gdb_61455,CC(NC(N)=O)C1CC1,3.04537,0.89928,0.8077,3.4912,79.88,-0.24,0.0611,0.3011,1510.5298,0.182218,-420.440605,-420.430436,-420.429492,-420.476696,37.437,-1960.586609564,-1972.868843221,-1984.723743249,-1819.991963096
gdb_59677,CC(C)C1CCC1C#C,2.09004,1.34124,0.97769,0.6001,91.43,-0.2527,0.05,0.3027,1338.3209,0.204068,-351.122349,-351.112209,-351.111264,-351.157143,38.527,-2194.762300711,-2208.8417201441,-2221.881984673,-2040.8550508081
gdb_30995,[NH3+]CC1=C([O-])NC(=O)O1,2.00417,1.2097,0.75737,1.2176,67.68,-0.2687,-0.0637,0.205,1432.7796,0.109334,-491.155079,-491.144696,-491.143752,-491.192031,34.743,-1509.0926290461,-1515.908004295,-1524.2049282931,-1408.6391057991
gdb_25149,C#Cc1ccoc(=O)n1,3.72832,1.27343,0.94922,5.7875,74.32,-0.2663,-0.0973,0.169,1120.1502,0.07695,-435.500617,-435.493303,-435.492359,-435.532874,26.874,-1384.3770978231,-1390.4538949791,-1396.971830962,-1301.59799307
gdb_127467,Cn1c(=O)oc(n1)CO,3.56118,1.14844,0.87876,2.1925,64.48,-0.2432,-0.0028,0.2404,1250.3812,0.112089,-491.117124,-491.108328,-491.107383,-491.151268,30.23,-1485.275524951,-1493.086756983,-1501.3830534721,-1383.059956432
gdb_48203,O=CC(C#N)C1COC1,2.07229,1.42182,0.89921,1.8798,69.68,-0.2665,-0.0615,0.205,1233.0094,0.122875,-437.873718,-437.864794,-437.86385,-437.908798,30.327,-1617.816093404,-1626.4368120461,-1635.326732049,-1510.066523014
gdb_93590,CC1CC=C(CO1)C#N,4.69046,0.9705,0.8313,4.3741,81.56,-0.2668,-0.0417,0.2251,1358.7748,0.148281,-401.981241,-401.972775,-401.971831,-402.014351,31.659,-1821.6209764601,-1832.3068272211,-1842.382739234,-1699.52027524
gdb_33053,COCC1=CNC(=N)O1,6.20346,0.80147,0.71617,3.5259,73.91,-0.1879,0.0351,0.223,1542.9899,0.135168,-455.152542,-455.143296,-455.142351,-455.18772,32.23,-1643.833871562,-1653.140457541,-1662.62274604,-1529.1522092491
gdb_64854,CC1(CC(O1)C#N)C#N,2.78629,1.25227,1.00105,6.1356,70.22,-0.3098,-0.0309,0.2788,1171.9072,0.111436,-416.81095,-416.802328,-416.801384,-416.844925,30.777,-1566.5002899111,-1574.421963527,-1582.718887525,-1464.690719715
gdb_31652,Cc1nc(cn1C)OC,3.45544,1.13936,0.87089,2.8847,80.86,-0.1844,0.0337,0.218,1349.4839,0.158644,-419.245643,-419.235756,-419.234812,-419.282114,34.199,-1838.58881982,-1849.270905527,-1859.939813545,-1711.603588544
gdb_24091,C#CCOc1cc[nH]c1,7.22599,0.77547,0.7034,2.7027,78.33,-0.1956,0.0326,0.2282,1523.526,0.123794,-400.727328,-400.718817,-400.717873,-400.761016,31.564,-1662.6309036571,-1671.511411025,-1680.401331028,-1554.263864411
gdb_60644,CC(C1C[NH2+]C1)C([O-])=O,2.93243,1.13969,0.86607,5.2234,74.78,-0.2523,0.0187,0.271,1340.8039,0.171869,-440.331075,-440.321764,-440.32082,-440.365424,34.08,-1904.1264872891,-1916.0585709241,-1927.320474947,-1769.176284276
gdb_101319,CC(CO)C1OC1CO,2.79455,0.83717,0.72224,2.2565,75.04,-0.2613,0.0618,0.3231,1610.7712,0.180144,-461.329463,-461.318856,-461.317912,-461.366179,37.736,-1915.0432613621,-1927.0506460771,-1938.905546105,-1774.9449745131
gdb_131046,c1nc(nnn1)NC=O,4.65999,1.19661,0.95212,5.5158,66.25,-0.2591,-0.0952,0.1639,1111.413,0.078437,-464.98328,-464.976099,-464.975154,-465.015919,24.903,-1228.826401849,-1234.984775175,-1241.502083649,-1145.31060153
gdb_119131,C1CC1(CCO)C(=O)N,2.41442,1.12809,0.87428,2.703,75.62,-0.2452,0.0292,0.2743,1360.4818,0.170207,-440.303347,-440.293425,-440.292481,-440.338436,36.734,-1886.726917737,-1898.275593373,-1909.537497396,-1752.241071384
gdb_133416,C#Cc1ncc(nn1)F,6.17722,1.04834,0.89624,2.281,69.83,-0.2579,-0.0904,0.1675,1146.7554,0.064791,-455.65915,-455.652228,-455.651284,-455.690818,25.523,-1226.423042379,-1231.85664281,-1237.781582788,-1149.686849296
gdb_121300,COCC1CCN=CO1,4.39735,0.87566,0.75928,2.6152,76.91,-0.2454,0.0285,0.274,1509.5945,0.171728,-440.28828,-440.279263,-440.278318,-440.322778,32.493,-1877.2722396341,-1889.3888109151,-1900.650087429,-1742.4155354621
gdb_55983,NC(=O)CC1CCC1=O,3.23913,1.07583,0.84496,3.9396,73.12,-0.2351,-0.0391,0.196,1331.0652,0.147098,-439.135233,-439.126256,-439.125312,-439.16997,32.909,-1781.5764896251,-1791.9410557781,-1802.016967791,-1660.240721876
gdb_31703,CCc1cc([nH]c1)NC,3.70983,0.87862,0.78714,1.3996,87.9,-0.1809,0.0545,0.2355,1557.9712,0.183403,-383.303609,-383.293741,-383.292797,-383.339444,35.929,-2011.296239363,-2023.7679807381,-2035.622880766,-1870.7969742631
gdb_119019,CCCC1(CC#N)CO1,1.85845,1.19582,0.83143,2.3082,79.06,-0.2825,0.0262,0.3087,1447.4074,0.169194,-403.151977,-403.142052,-403.141108,-403.188083,35.422,-1928.4167331701,-1939.9641537881,-1951.226057811,-1794.8250871421
gdb_132050,Cc1c(cc[nH]c1=O)F,2.30312,1.81839,1.02248,3.5724,72.26,-0.2179,-0.0326,0.1854,1074.593,0.113127,-461.99353,-461.985721,-461.984777,-462.026055,29.205,-1596.4393718101,-1604.8712102431,-1613.168134241,-1493.8592205621
gdb_42235,N=C1CC(O1)C(=O)C#N,4.37124,0.98757,0.87885,1.9934,66.02,-0.2908,-0.1053,0.1855,1241.9549,0.087998,-452.750191,-452.742044,-452.7411,-452.784275,28.185,-1392.040237731,-1398.482245125,-1405.5931771131,-1303.414004116
gdb_30575,CCC#Cc1ncco1,6.73286,0.6825,0.62447,1.4217,87.37,-0.2262,-0.0272,0.199,1762.0146,0.124674,-400.760173,-400.751667,-400.750723,-400.795072,29.897,-1683.241436762,-1692.1250816751,-1701.015001678,-1575.6343109151
gdb_89045,NC(=O)OCC1CC1O,3.01337,1.15726,1.01964,4.0087,68.16,-0.2265,0.0444,0.2708,1211.4064,0.147649,-476.245942,-476.236885,-476.235941,-476.279932,33.812,-1714.3715307431,-1724.685268667,-1734.76118068,-1592.310990099
gdb_120495,COCC1OC(C)C1C,3.18528,0.92147,0.82428,1.2957,82.44,-0.2418,0.0733,0.3152,1525.4581,0.20377,-425.404472,-425.393929,-425.392984,-425.440888,37.745,-2098.4453167921,-2112.27059508,-2125.310859609,-1945.043839143
gdb_59835,CC(O)CC#CC1CC1,4.61205,0.57269,0.54822,1.5497,90.12,-0.2297,0.0546,0.2843,2075.696,0.180548,-387.054673,-387.044215,-387.043271,-387.091883,37.591,-2015.961768778,-2028.063907352,-2039.91880738,-1876.685518719
gdb_102179,CCC(CC#N)C1CN1,2.05902,1.15119,0.80495,2.6094,82.97,-0.2552,0.0275,0.2827,1451.9219,0.182467,-383.259819,-383.249845,-383.248901,-383.295815,35.794,-1983.817620253,-1996.2228456741,-2008.077745702,-1843.4193841021
gdb_75410,CC1=NCC=CCCO1,2.52146,1.54435,1.092,2.0169,81.91,-0.2337,0.0004,0.2341,1161.4656,0.171833,-403.153721,-403.145169,-403.144225,-403.186596,32.937,-1929.5111088661,-1941.9200993411,-1953.182003364,-1793.891981259
gdb_105230,CCC1(CC1O)C(C)O,1.96355,1.39497,1.01252,1.8012,81.55,-0.2483,0.0695,0.3177,1304.6494,0.203089,-425.410837,-425.400036,-425.399092,-425.44624,40.644,-2102.4394115771,-2116.1027925431,-2129.143684581,-1948.402267311
gdb_126777,CCn1c(cc(n1)O)C,2.47485,1.33943,0.93376,2.5532,79.39,-0.2076,0.03,0.2375,1282.7078,0.15948,-419.244968,-419.235642,-419.234698,-419.27958,34.11,-1838.165251245,-1849.199369501,-1859.868277519,-1710.013480738
gdb_56025,CC(=O)NC1CCCC1,3.98871,0.79997,0.78314,3.4442,84.15,-0.2389,0.0394,0.2783,1593.7979,0.194922,-404.407821,-404.397741,-404.396797,-404.446327,35.412,-2088.618525852,-2101.845788063,-2114.293684096,-1943.161939652
gdb_30941,CCc1c(oc(=O)[nH]1)C,2.37956,1.33054,0.90522,5.2169,75.88,-0.2045,0.031,0.2356,1297.8516,0.147027,-439.161198,-439.151914,-439.15097,-439.195597,33.439,-1797.8697608101,-1808.0416817,-1818.117593713,-1676.3218950191
gdb_94233,CC1(CCC1O)OC=O,2.99246,1.02752,0.95985,2.9879,72.52,-0.2656,0.0072,0.2728,1299.4043,0.15674,-460.17711,-460.167598,-460.166654,-460.211409,34.885,-1819.7830025991,-1830.7004041811,-1841.3693121991,-1691.5389882691
gdb_31092,COc1cc([nH]c1O)N,2.67364,1.26041,0.89344,1.3805,72.46,-0.1697,0.0596,0.2293,1279.979,0.135324,-455.150637,-455.140931,-455.139987,-455.185836,34.602,-1642.6384669171,-1651.6563987561,-1661.1393147641,-1527.9699822931
gdb_22394,ON=C1CC(CC#C)C1,6.15919,0.70468,0.65286,0.6576,82.62,-0.2436,0.0042,0.2478,1652.6977,0.144974,-401.863209,-401.853803,-401.852859,-401.898428,34.585,-1747.554834172,-1757.6508264731,-1767.726738486,-1626.777549433
gdb_42147,O=C(C#C)C#CC1CN1,3.59691,0.74079,0.64234,3.6194,86.0,-0.2605,-0.0836,0.1769,1662.1432,0.099076,-399.459768,-399.450815,-399.449871,-399.495216,30.931,-1495.0772155311,-1501.9032584331,-1509.607186426,-1401.1855538971
gdb_104850,CCC1(CC)OCC1O,1.97467,1.49355,1.06776,2.2468,81.4,-0.2405,0.062,0.3025,1266.2953,0.203456,-425.414908,-425.404302,-425.403358,-425.45058,38.936,-2104.9940007161,-2118.779745937,-2131.8206379751,-1951.1256563711
gdb_133035,CCc1cnc(cn1)F,4.72359,0.98154,0.86406,1.8129,74.46,-0.2614,-0.0555,0.206,1303.0733,0.124877,-442.093558,-442.085728,-442.084784,-442.126783,28.795,-1646.936903567,-1656.2441170551,-1665.1340370581,-1538.058444486
gdb_104512,CCC1(CC#N)OC1C,2.49968,1.15468,0.91129,4.9732,79.31,-0.2757,0.0296,0.3053,1342.583,0.168564,-403.15723,-403.147081,-403.146137,-403.192964,36.336,-1931.7130379471,-1943.1198965491,-1954.381800572,-1797.8879585711
gdb_85883,CN1CC(C)(C)C1C#N,1.78412,1.66382,1.07879,4.3133,84.07,-0.2362,0.0151,0.2513,1233.0869,0.180926,-383.270677,-383.260794,-383.25985,-383.304957,36.699,-1990.631112975,-2003.093441715,-2014.948341743,-1849.15607138
gdb_56720,OC(C#C)C1(CO1)C#C,2.04404,1.4153,1.25951,1.4073,72.62,-0.2672,0.0064,0.2736,1099.115,0.10802,-420.517337,-420.507941,-420.506997,-420.551627,34.283,-1543.1305997331,-1550.5672088921,-1558.86413289,-1441.878885038
gdb_26307,CN(C)C1=CNC(=N)O1,3.56926,1.07312,0.99036,3.1637,77.33,-0.1886,0.0326,0.2212,1269.179,0.147048,-435.275941,-435.266563,-435.265619,-435.310678,33.743,-1708.996916158,-1719.1092236931,-1729.185135706,-1587.300958243
gdb_124415,CC(C#N)C1=CN=NN1,3.29279,1.23177,0.96226,4.062,70.66,-0.2692,-0.0136,0.2557,1170.1552,0.114117,-413.002174,-412.994063,-412.993118,-413.036429,28.712,-1525.6199610881,-1533.861664294,-1542.157960783,-1423.625903246
gdb_102127,OCC(C=O)N1CCC1,2.34206,1.22029,0.91001,3.8932,76.18,-0.2417,-0.0291,0.2126,1320.0554,0.169727,-440.25588,-440.246353,-440.245409,-440.291418,33.925,-1856.940948034,-1868.737489725,-1879.999393748,-1722.7368532221
gdb_56677,CC1(CCC1)C(O)C#C,2.42588,1.25392,1.13893,1.3214,83.68,-0.2611,0.0321,0.2932,1219.3078,0.180077,-387.044049,-387.034098,-387.033154,-387.078437,37.783,-2009.295113162,-2021.7153987991,-2033.570298827,-1868.2480327051
gdb_64301,CC1(O)CCC=C1C#N,2.32331,1.53079,1.1497,3.864,80.0,-0.266,-0.0432,0.2228,1117.6707,0.147249,-401.987197,-401.978316,-401.977372,-402.020661,33.381,-1825.358420064,-1835.78385459,-1845.859766603,-1703.47985703
